Timestamp, Longitude, Latitude, Accuracy, Speed
1510148584.00163,34.7730261824675,32.0759398737466,200,-1
1510148585.00163,34.7730267203206,32.0759402987293,200,-1
1510148586.00176,34.7730273460635,32.0759407931577,200,-1
1510148587.00163,34.7730260636617,32.0759397798726,32,-1
1510148588.00163,34.7730269975078,32.0759405177477,32,-1
1510148589.00163,34.7730287988466,32.075941941069,32,0.198149085044861
1510148590.00163,34.7730291008063,32.0759421796613,32,0.007955029606819
1510148591.00163,34.7730280734898,32.075941367931,32,-1
1510148592.00163,34.7730280994913,32.075941388476,32,0.002664710162207
1510148593.00163,34.7730337365444,32.075945842573,32,0.046503413468599
1510148594.00163,34.7730255468882,32.0759393715459,32,0.188076168298721
1510148595.00163,34.7730266669451,32.0759402565548,32,0.188076168298721
1510148596.00163,34.7730297281636,32.0759426753655,32,0.183847784996033
1510148597.00163,34.773030827163,32.0759435437359,200,0.180943564049673
1510148598.00163,34.7730314892588,32.0759440668885,200,0.177938156696893
1510148599.00163,34.7730319469658,32.0759444285439,200,2.71089505248743E-07
1510148600.00163,34.7730306313374,32.075943389005,32,-1
1510148601.00163,34.7730292480629,32.0759422960156,32,-1
1510148602.00163,34.7730289718922,32.0759420778004,200,0
1510148603.00163,34.773030316724,32.0759431404143,200,0
1510148604.00163,34.773033528462,32.0759456781575,200,0
1510148605.00163,34.7730307407117,32.0759434754267,200,0
1510148606.00163,34.7730299152744,32.0759428232104,32,-1
1510148607.00163,34.7730321220584,32.0759445668927,200,0
1510148608.00163,34.7730294765157,32.0759424765268,200,0
1510148609.00163,34.7730310292287,32.0759437033974,32,-1
1510148610.00163,34.7730322858594,32.0759446963195,32,-1
1510148611.00163,34.7730327638514,32.0759450740032,32,0
1510148612.00218,34.7730279209299,32.0759412473863,32,-1
1510148613.00218,34.773030992116,32.0759436740729,200,0
1510148614.00219,34.773031565484,32.0759441271175,200,0
1510148615.00218,34.7730311897866,32.0759438302616,200,0.000244804156613
1510148616.00231,34.7730380886922,32.0759492814067,32,-1
1510148617.00231,34.7730398117005,32.0759506428355,32,-1
1510148618.00231,34.7730384868108,32.0759495959787,32,-1
1510148619.00231,34.7730372622045,32.0759486283605,32,-1
1510148620.00231,34.773040333056,32.0759510547827,32,-1
1510148621.00231,34.7730386399725,32.0759497169988,32,-1
1510148622.00231,34.773043028545,32.0759531846135,32,-1
1510148623.00231,34.7730474993678,32.0759567172179,200,-1
1510148624.00231,34.7730379186864,32.0759491470773,200,-1
1510148625.00231,34.7730451695871,32.0759548763501,200,-1
1510148626.00231,34.7730445591445,32.0759543940111,200,-1
1510148627.00232,34.7730456392834,32.075955247479,200,-1
1510148635.0069,34.7730490570094,32.0759271692171,270.728459326113,-1
1510148635.00737,34.772858923286,32.0759941850923,65,-1
1510148641.38678,34.7728934207168,32.0759399257499,208.453690358419,-1
1510148642.62542,34.7729196668963,32.075900576169,212.504906448647,-1
1510148642.94438,34.7728688508335,32.0759650120132,65,-1
1510148651.49697,34.7729521807034,32.0758470373786,288.017102014741,-1
1510148651.53752,34.7729921083583,32.0757973209614,288.020497787013,-1
1510148651.58215,34.7730304836813,32.0757495314086,288.024613701162,-1
1510148651.60492,34.7730671350496,32.0757039212796,288.025685956004,-1
1510148652.10274,34.7731066977969,32.0756539809215,288.537265766498,-1
1510148652.45247,34.7729706807169,32.0759461378309,65,-1
1510148653.25205,34.7729078443739,32.0760344912561,65,-1
1510148659.95757,34.7727697180653,32.0762271712722,198.07571502844,-1
1510148660.00369,34.7727886507667,32.0761971292254,198.080815159397,-1
1510148660.05381,34.7728071457467,32.0761677672024,198.086844263815,-1
1510148660.10478,34.7728252718879,32.076138987811,198.093083278018,-1
1510148661.5375,34.7728180941087,32.0761453666481,202.978412857359,-1
1510148662.30477,34.7728245501732,32.0761326820221,204.393688131738,-1
1510148662.34059,34.7728438780882,32.0761022200422,204.396803737367,-1
1510148666.91024,34.7728455872111,32.0759965441466,65,-1
1510148675.9144,34.7727847557959,32.0760171740223,253.347108626102,-1
1510148676.00354,34.7730273104009,32.0757766261389,32,0.246049806475639
1510148677.00354,34.7730262305076,32.075781390114,32,0.030115364119411
1510148678.00354,34.773012539672,32.0758603483554,32,0.246049806475639
1510148679.00354,34.7729889416018,32.0759629266862,32,0.797451257705688
1510148680.00354,34.7729889770658,32.075973417705,32,0.956208407878876
1510148681.00356,34.772987668436,32.0759942980513,32,1.037104845047
