timestamp,longitude,latitude,accuracy,speed
1513072746000,34.7738420658227,32.0941648788334,3,13.849279
1513072747000,34.7737934692036,32.0940396700122,3,14.117024
1513072748000,34.7737444963564,32.0939173405381,3,13.966626
1513072749000,34.7736956347299,32.0938028015494,4,13.541682
1513072750000,34.7736540638017,32.0936964077355,3,12.463695
1513072751000,34.7736210025886,32.0936084746309,3,10.831543
1513072752000,34.7735979810134,32.0935445899067,4,8.353453
1513072753000,34.7735818317328,32.0935034809509,3,6.126019
1513072754000,34.7735703645633,32.0934772634286,3,4.4970474
1513072755000,34.7735639336573,32.0934619843047,2,3.1143923
1513072756000,34.7735608300647,32.0934540189784,2,2.1964505
1513072757000,34.7735587175341,32.0934479230884,2,1.4579805
1513072758000,34.7735587175341,32.0934479230884,2,0
1513072759000,34.7735587175341,32.0934479230884,2,0
1513072760000,34.7735587175341,32.0934479230884,3,0
1513072761000,34.7735587175341,32.0934479230884,3,0
1513072762000,34.7735587175341,32.0934479230884,3,0
1513072763000,34.7735587175341,32.0934479230884,3,0
1513072764000,34.7735587175341,32.0934479230884,2,0
1513072765000,34.7735587175341,32.0934479230884,2,0
1513072766000,34.7735587175341,32.0934479230884,2,0
1513072767000,34.7735587175341,32.0934479230884,2,0
1513072768000,34.7735587175341,32.0934479230884,2,0
1513072769000,34.7735587175341,32.0934479230884,2,0
1513072770000,34.7735587175341,32.0934479230884,2,0
1513072771000,34.7735587175341,32.0934479230884,2,0
1513072772000,34.7735587175341,32.0934479230884,3,0
1513072773000,34.7735587175341,32.0934479230884,2,0
1513072774000,34.7735587175341,32.0934479230884,3,0
1513072775000,34.7735587175341,32.0934479230884,3,0
1513072776000,34.7735587175341,32.0934479230884,4,0
1513072777000,34.7735587175341,32.0934479230884,4,0
1513072778000,34.7735587175341,32.0934479230884,4,0
1513072779000,34.7735587175341,32.0934479230884,4,0
1513072780000,34.7735587175341,32.0934479230884,4,0
1513072781000,34.7735587175341,32.0934479230884,4,0
1513072782000,34.7735587175341,32.0934479230884,4,0
1513072783000,34.7735587175341,32.0934479230884,4,0
1513072784000,34.7735587175341,32.0934479230884,4,0
1513072785000,34.7735587175341,32.0934479230884,4,0
1513072786000,34.7735385156685,32.0934018391817,3,0.9255393
1513072787000,34.7735281307767,32.0933751115958,3,2.021393
1513072788000,34.7735144214463,32.0933451425636,3,2.743606
1513072789000,34.7735038604076,32.0933213875972,6,2.831262
1513072790000,34.7734550689575,32.0933034825634,4,3.2070339
1513072791000,34.7734008723954,32.0933042058637,3,4.2381806
1513072792000,34.7733385134493,32.0933232158789,3,5.104198
1513072793000,34.7732637002634,32.0933452118529,3,5.8090477
1513072794000,34.7731827954201,32.0933635738805,3,6.3940835
1513072795000,34.7731058532653,32.0933813665121,4,6.8366833
1513072796000,34.7730273174115,32.0934047709134,4,7.1423526
1513072797000,34.7729538651215,32.0934285718492,4,7.1165795
1513072798000,34.7728837015705,32.0934506007271,4,7.091053
1513072799000,34.7728126371209,32.0934716798902,4,6.999765
1513072800000,34.7727429064298,32.0934914308523,4,6.907677
1513072801000,34.7726735237992,32.0935099190709,4,6.862228
1513072802000,34.7726071950557,32.093528860659,4,6.677571
1513072803000,34.7725420952417,32.0935471017084,4,6.399204
1513072804000,34.7724859261368,32.0935709164594,4,5.9273324
1513072805000,34.7724449812487,32.0936104967456,3,5.387877
1513072806000,34.7724313706858,32.0936595398666,3,5.227229
1513072807000,34.7724391959857,32.0937104939563,3,5.3588943
1513072808000,34.7724569163983,32.0937661923697,3,6.170062
1513072809000,34.7724794335191,32.0938388361309,3,7.3728776
1513072810000,34.7725084199797,32.0939175369555,3,8.0916605
1513072811000,34.77253770388,32.0939963067364,3,8.066437
1513072812000,34.7725653753305,32.0940625753913,3,7.3534737
1513072813000,34.7725906235314,32.0941187616751,3,6.8413877
1513072814000,34.7726068531754,32.0941745347534,3,6.5883913
1513072815000,34.7726325218789,32.0942303779505,3,6.965782
1513072816000,34.7726594814822,32.0942966298088,3,7.2012997
1513072817000,34.7726816936992,32.0943625484312,3,7.4305944
1513072818000,34.7727022667253,32.0944305218911,3,7.6744614
1513072819000,34.772723436546,32.0945018530206,3,7.9979315
1513072820000,34.7727452705471,32.0945745333238,3,8.257421
1513072821000,34.7727670919469,32.0946476417413,3,8.244752
1513072822000,34.7727876210062,32.094719210712,3,8.132405
1513072823000,34.7728099675848,32.0947872174587,3,7.9185834
1513072824000,34.7728328388264,32.0948533523157,3,7.7034197
1513072825000,34.7728528668276,32.0949163809916,3,7.4208865
1513072826000,34.7728739166898,32.0949750997839,3,7.0733724
1513072826999,34.772892472211,32.095030643493,3,6.502025
1513072827999,34.7729097529729,32.0950782310896,3,5.846094
1513072828999,34.7729209445406,32.0951151955297,3,4.574163
1513072829999,34.7729223276182,32.0951384008439,3,3.5419044
1513072830999,34.7729215323404,32.0951560731973,2,2.7609298
1513072831999,34.7729188598901,32.0951691938956,2,2.0122583
1513072832999,34.7729163339454,32.0951760406196,2,1.3944206
1513072833999,34.7729148469112,32.0951795084155,2,0.91219455
1513072834999,34.7729148469112,32.0951795084155,2,0
1513072835999,34.7729148469112,32.0951795084155,2,0
1513072836999,34.7729148469112,32.0951795084155,2,0
1513072837999,34.7729148469112,32.0951795084155,2,0
1513072838999,34.7729148469112,32.0951795084155,2,0
1513072839999,34.7729148469112,32.0951795084155,2,0
1513072840999,34.7729148469112,32.0951795084155,2,0
1513072841999,34.7729148469112,32.0951795084155,2,0.17962283
1513072842999,34.7729123887912,32.0951786920679,2,0.30969384
1513072843999,34.7729106531297,32.0951845478267,2,0.4661491
1513072844999,34.7729077128367,32.0951933946261,2,0.75237966
1513072845999,34.7729030289862,32.0952046625019,2,0.7012746
1513072846999,34.7729030289862,32.0952046625019,2,0
1513072847999,34.7729030289862,32.0952046625019,2,0
